Station;hh;jj;mm;aaaa;temp
Alencon;18;22;01;2014;5.6
Orly;18;22;01;2014;4.0
Troyes-Barberey;18;22;01;2014;2.3
Nancy-Ochey;18;22;01;2014;0.8
Strasbourg-Entzheim;18;22;01;2014;5.0
Belle Ile-Le Talut;18;22;01;2014;9.6
Nantes-Bouguenais;18;22;01;2014;7.9
Tours;18;22;01;2014;5.5
Bourges;18;22;01;2014;3.4
Dijon-Longvic;18;22;01;2014;1.5
Bale-Mulhouse;18;22;01;2014;2.1
Pte De Chassiron;18;22;01;2014;10.5
Poitiers-Biard;18;22;01;2014;7.4
Limoges-Bellegarde;18;22;01;2014;3.7
Clermont-Fd;18;22;01;2014;2.5
Le Puy-Loudes;18;22;01;2014;1.6
Lyon-St Exupery;18;22;01;2014;3.0
Bordeaux-Merignac;18;22;01;2014;7.9
Gourdon;18;22;01;2014;5.5
Millau;18;22;01;2014;2.1
Montelimar;18;22;01;2014;6.7
Embrun;18;22;01;2014;3.6
Mont-De-Marsan;18;22;01;2014;8.4
Tarbes-Ossun;18;22;01;2014;6.7
St Girons;18;22;01;2014;6.8
Toulouse-Blagnac;18;22;01;2014;8.6
Montpellier;18;22;01;2014;8.0
Marignane;18;22;01;2014;7.1
Cap Cepet;18;22;01;2014;8.6
Nice;18;22;01;2014;9.6
Perpignan;18;22;01;2014;7.8
Ajaccio;18;22;01;2014;7.4
Bastia;18;22;01;2014;10.0
Glorieuses;18;22;01;2014;26.8
Europa;18;22;01;2014;28.0
Gillot-Aeroport;18;22;01;2014;26.1
Nouvelle Amsterdam;18;22;01;2014;17.7
Crozet;18;22;01;2014;6.2
Kerguelen;18;22;01;2014;3.3
Pamandzi;18;22;01;2014;27.5
St-Pierre;18;22;01;2014;-2.0
Le Raizet Aero;18;22;01;2014;28.4
Trinite-Caravel;18;22;01;2014;27.3
Lamentin-Aero;18;22;01;2014;29.1
Saint Laurent;18;22;01;2014;28.7
Cayenne-Matoury;18;22;01;2014;30.7
Saint Georges;18;22;01;2014;32.1
Maripasoula;18;22;01;2014;31.0
Dumont D'Urville;18;22;01;2014;-1.3
Abbeville;21;22;01;2014;4.4
Lille-Lesquin;21;22;01;2014;3.9
Pte De La Hague;21;22;01;2014;9.5
Caen-Carpiquet;21;22;01;2014;6.8
Rouen-Boos;21;22;01;2014;4.2
Reims-Prunay;21;22;01;2014;0.6
Brest-Guipavas;21;22;01;2014;6.4
Ploumanac'H;21;22;01;2014;8.6
Rennes-St Jacques;21;22;01;2014;4.7
Alencon;21;22;01;2014;5.8
Orly;21;22;01;2014;4.0
Troyes-Barberey;21;22;01;2014;1.6
Nancy-Ochey;21;22;01;2014;0.2
Strasbourg-Entzheim;21;22;01;2014;4.7
Belle Ile-Le Talut;21;22;01;2014;9.2
Nantes-Bouguenais;21;22;01;2014;6.8
Tours;21;22;01;2014;5.9
Bourges;21;22;01;2014;3.5
Dijon-Longvic;21;22;01;2014;1.8
Bale-Mulhouse;21;22;01;2014;-0.8
Pte De Chassiron;21;22;01;2014;10.5
Poitiers-Biard;21;22;01;2014;4.3
Limoges-Bellegarde;21;22;01;2014;4.6
Clermont-Fd;21;22;01;2014;2.8
Le Puy-Loudes;21;22;01;2014;1.2
Lyon-St Exupery;21;22;01;2014;2.5
Bordeaux-Merignac;21;22;01;2014;6.0
Gourdon;21;22;01;2014;4.9
Millau;21;22;01;2014;2.0
Montelimar;21;22;01;2014;5.3
Embrun;21;22;01;2014;2.0
Mont-De-Marsan;21;22;01;2014;6.1
Tarbes-Ossun;21;22;01;2014;5.5
St Girons;21;22;01;2014;5.5
Toulouse-Blagnac;21;22;01;2014;8.3
Montpellier;21;22;01;2014;7.3
Marignane;21;22;01;2014;4.8
Cap Cepet;21;22;01;2014;8.0
Nice;21;22;01;2014;8.2
Perpignan;21;22;01;2014;7.4
Ajaccio;21;22;01;2014;6.4
Bastia;21;22;01;2014;9.3
Glorieuses;21;22;01;2014;24.3
Europa;21;22;01;2014;27.8
Tromelin;21;22;01;2014;27.3
Gillot-Aeroport;21;22;01;2014;25.4
Nouvelle Amsterdam;21;22;01;2014;16.0
Crozet;21;22;01;2014;6.8
Kerguelen;21;22;01;2014;3.5
Pamandzi;21;22;01;2014;25.4
St-Pierre;21;22;01;2014;0.2
Le Raizet Aero;21;22;01;2014;26.9
Trinite-Caravel;21;22;01;2014;26.2
Lamentin-Aero;21;22;01;2014;27.2
Saint Laurent;21;22;01;2014;24.7
Cayenne-Matoury;21;22;01;2014;27.1
Saint Georges;21;22;01;2014;28.0
Maripasoula;21;22;01;2014;28.7
Dumont D'Urville;21;22;01;2014;-0.4
Abbeville;00;23;01;2014;4.8
Lille-Lesquin;00;23;01;2014;3.6
Pte De La Hague;00;23;01;2014;9.2
Caen-Carpiquet;00;23;01;2014;5.4
Rouen-Boos;00;23;01;2014;4.8
Reims-Prunay;00;23;01;2014;2.1
Brest-Guipavas;00;23;01;2014;5.9
Ploumanac'H;00;23;01;2014;9.1
Rennes-St Jacques;00;23;01;2014;3.7
Alencon;00;23;01;2014;6.2
Orly;00;23;01;2014;4.2
Troyes-Barberey;00;23;01;2014;1.9
Nancy-Ochey;00;23;01;2014;0.9
Strasbourg-Entzheim;00;23;01;2014;3.7
Belle Ile-Le Talut;00;23;01;2014;9.2
Nantes-Bouguenais;00;23;01;2014;5.1
Tours;00;23;01;2014;6.1
Bourges;00;23;01;2014;4.0
Dijon-Longvic;00;23;01;2014;1.7
Bale-Mulhouse;00;23;01;2014;-1.6
Pte De Chassiron;00;23;01;2014;9.9
Poitiers-Biard;00;23;01;2014;6.2
Limoges-Bellegarde;00;23;01;2014;4.9
Clermont-Fd;00;23;01;2014;2.7
Le Puy-Loudes;00;23;01;2014;2.1
Lyon-St Exupery;00;23;01;2014;3.1
Bordeaux-Merignac;00;23;01;2014;5.9
Gourdon;00;23;01;2014;5.6
Millau;00;23;01;2014;2.9
Montelimar;00;23;01;2014;4.2
Embrun;00;23;01;2014;1.9
Mont-De-Marsan;00;23;01;2014;4.9
Tarbes-Ossun;00;23;01;2014;5.4
St Girons;00;23;01;2014;6.7
Toulouse-Blagnac;00;23;01;2014;7.4
Montpellier;00;23;01;2014;6.4
Marignane;00;23;01;2014;4.9
Cap Cepet;00;23;01;2014;7.6
Nice;00;23;01;2014;7.6
Perpignan;00;23;01;2014;8.7
Ajaccio;00;23;01;2014;6.7
Bastia;00;23;01;2014;9.1
Glorieuses;00;23;01;2014;24.3
Europa;00;23;01;2014;27.6
Tromelin;00;23;01;2014;27.2
Gillot-Aeroport;00;23;01;2014;24.9
Nouvelle Amsterdam;00;23;01;2014;15.9
Crozet;00;23;01;2014;9.6
Kerguelen;00;23;01;2014;2.3
Pamandzi;00;23;01;2014;24.5
St-Pierre;00;23;01;2014;4.2
Le Raizet Aero;00;23;01;2014;24.3
Lamentin-Aero;00;23;01;2014;24.6
Saint Laurent;00;23;01;2014;24.1
Cayenne-Matoury;00;23;01;2014;24.8
Saint Georges;00;23;01;2014;24.4
Maripasoula;00;23;01;2014;24.5
Dumont D'Urville;00;23;01;2014;0.3
Abbeville;03;23;01;2014;5.3
Lille-Lesquin;03;23;01;2014;3.8
Pte De La Hague;03;23;01;2014;9.5
Caen-Carpiquet;03;23;01;2014;5.7
Rouen-Boos;03;23;01;2014;4.0
Reims-Prunay;03;23;01;2014;2.3
Brest-Guipavas;03;23;01;2014;4.9
Ploumanac'H;03;23;01;2014;8.6
Rennes-St Jacques;03;23;01;2014;3.9
Alencon;03;23;01;2014;4.5
Orly;03;23;01;2014;4.6
Troyes-Barberey;03;23;01;2014;2.1
Nancy-Ochey;03;23;01;2014;0.5
Strasbourg-Entzheim;03;23;01;2014;1.1
Belle Ile-Le Talut;03;23;01;2014;9.3
Nantes-Bouguenais;03;23;01;2014;4.3
Tours;03;23;01;2014;5.6
Bourges;03;23;01;2014;5.4
Dijon-Longvic;03;23;01;2014;0.9
Bale-Mulhouse;03;23;01;2014;-1.2
Pte De Chassiron;03;23;01;2014;9.9
Poitiers-Biard;03;23;01;2014;4.6
Limoges-Bellegarde;03;23;01;2014;5.0
Clermont-Fd;03;23;01;2014;2.4
Le Puy-Loudes;03;23;01;2014;1.6
Lyon-St Exupery;03;23;01;2014;3.2
Bordeaux-Merignac;03;23;01;2014;4.3
Gourdon;03;23;01;2014;5.4
Millau;03;23;01;2014;2.7
Montelimar;03;23;01;2014;5.4
Embrun;03;23;01;2014;1.3
Mont-De-Marsan;03;23;01;2014;4.7
Tarbes-Ossun;03;23;01;2014;5.8
St Girons;03;23;01;2014;5.3
Toulouse-Blagnac;03;23;01;2014;6.8
Montpellier;03;23;01;2014;4.7
Marignane;03;23;01;2014;5.2
Cap Cepet;03;23;01;2014;8.6
Nice;03;23;01;2014;8.3
Perpignan;03;23;01;2014;10.0
Ajaccio;03;23;01;2014;7.9
Bastia;03;23;01;2014;8.8
Glorieuses;03;23;01;2014;24.2
Europa;03;23;01;2014;27.8
Tromelin;03;23;01;2014;28.2
Gillot-Aeroport;03;23;01;2014;26.3
Nouvelle Amsterdam;03;23;01;2014;17.1
Crozet;03;23;01;2014;14.3
Kerguelen;03;23;01;2014;2.5
Pamandzi;03;23;01;2014;24.1
St-Pierre;03;23;01;2014;4.2
Le Raizet Aero;03;23;01;2014;22.8
Trinite-Caravel;03;23;01;2014;25.6
Lamentin-Aero;03;23;01;2014;24.4
Saint Laurent;03;23;01;2014;23.9
Cayenne-Matoury;03;23;01;2014;25.2
Saint Georges;03;23;01;2014;24.4
Maripasoula;03;23;01;2014;23.4
Dumont D'Urville;03;23;01;2014;1.1
Abbeville;06;23;01;2014;6.0
Lille-Lesquin;06;23;01;2014;4.2
Pte De La Hague;06;23;01;2014;9.3
Caen-Carpiquet;06;23;01;2014;4.5
Rouen-Boos;06;23;01;2014;5.3
Reims-Prunay;06;23;01;2014;1.6
Brest-Guipavas;06;23;01;2014;8.0
Ploumanac'H;06;23;01;2014;6.6
Rennes-St Jacques;06;23;01;2014;3.3
Alencon;06;23;01;2014;4.0
Orly;06;23;01;2014;4.9
Troyes-Barberey;06;23;01;2014;2.0
Nancy-Ochey;06;23;01;2014;0.3
Strasbourg-Entzheim;06;23;01;2014;2.3
Belle Ile-Le Talut;06;23;01;2014;9.5
Nantes-Bouguenais;06;23;01;2014;3.7
Tours;06;23;01;2014;3.7
Bourges;06;23;01;2014;6.0
Dijon-Longvic;06;23;01;2014;1.6
Bale-Mulhouse;06;23;01;2014;0.3
Pte De Chassiron;06;23;01;2014;9.8
Poitiers-Biard;06;23;01;2014;2.6
Limoges-Bellegarde;06;23;01;2014;4.1
Clermont-Fd;06;23;01;2014;2.8
Le Puy-Loudes;06;23;01;2014;1.9
Lyon-St Exupery;06;23;01;2014;3.7
Bordeaux-Merignac;06;23;01;2014;5.8
Gourdon;06;23;01;2014;5.6
Millau;06;23;01;2014;2.5
Montelimar;06;23;01;2014;5.8
Embrun;06;23;01;2014;0.6
Mont-De-Marsan;06;23;01;2014;3.7
Tarbes-Ossun;06;23;01;2014;5.2
St Girons;06;23;01;2014;4.4
Toulouse-Blagnac;06;23;01;2014;6.6
Montpellier;06;23;01;2014;5.2
Marignane;06;23;01;2014;5.4
Cap Cepet;06;23;01;2014;7.7
Nice;06;23;01;2014;8.4
Perpignan;06;23;01;2014;9.4
Ajaccio;06;23;01;2014;7.6
Bastia;06;23;01;2014;7.3
Glorieuses;06;23;01;2014;28.7
Europa;06;23;01;2014;29.9
Tromelin;06;23;01;2014;29.8
Gillot-Aeroport;06;23;01;2014;29.8
Nouvelle Amsterdam;06;23;01;2014;18.7
Crozet;06;23;01;2014;15.9
Kerguelen;06;23;01;2014;3.5
Pamandzi;06;23;01;2014;30.2
St-Pierre;06;23;01;2014;3.9
Le Raizet Aero;06;23;01;2014;23.9
Trinite-Caravel;06;23;01;2014;25.4
Lamentin-Aero;06;23;01;2014;24.8
Saint Laurent;06;23;01;2014;23.7
Cayenne-Matoury;06;23;01;2014;24.3
Saint Georges;06;23;01;2014;24.1
Maripasoula;06;23;01;2014;23.1
Dumont D'Urville;06;23;01;2014;1.0
Abbeville;09;23;01;2014;6.0
Lille-Lesquin;09;23;01;2014;5.5
Pte De La Hague;09;23;01;2014;9.4
Caen-Carpiquet;09;23;01;2014;5.8
Rouen-Boos;09;23;01;2014;5.4
Reims-Prunay;09;23;01;2014;2.5
Brest-Guipavas;09;23;01;2014;9.1
Ploumanac'H;09;23;01;2014;9.8
Rennes-St Jacques;09;23;01;2014;4.7
Alencon;09;23;01;2014;5.5
Orly;09;23;01;2014;5.7
Troyes-Barberey;09;23;01;2014;4.4
Nancy-Ochey;09;23;01;2014;0.8
Strasbourg-Entzheim;09;23;01;2014;1.9
Belle Ile-Le Talut;09;23;01;2014;10.0
Nantes-Bouguenais;09;23;01;2014;4.1
Tours;09;23;01;2014;3.4
Bourges;09;23;01;2014;5.7
Dijon-Longvic;09;23;01;2014;2.8
Bale-Mulhouse;09;23;01;2014;1.2
Pte De Chassiron;09;23;01;2014;10.1
Poitiers-Biard;09;23;01;2014;2.7
Limoges-Bellegarde;09;23;01;2014;3.8
Clermont-Fd;09;23;01;2014;5.0
Le Puy-Loudes;09;23;01;2014;2.1
Lyon-St Exupery;09;23;01;2014;5.0
Bordeaux-Merignac;09;23;01;2014;6.2
Gourdon;09;23;01;2014;5.3
Millau;09;23;01;2014;2.7
Montelimar;09;23;01;2014;6.2
Embrun;09;23;01;2014;1.9
Mont-De-Marsan;09;23;01;2014;6.0
Tarbes-Ossun;09;23;01;2014;6.3
St Girons;09;23;01;2014;5.4
Toulouse-Blagnac;09;23;01;2014;7.3
Montpellier;09;23;01;2014;8.9
Marignane;09;23;01;2014;7.0
Cap Cepet;09;23;01;2014;8.8
Nice;09;23;01;2014;9.1
Perpignan;09;23;01;2014;9.8
Ajaccio;09;23;01;2014;8.8
Bastia;09;23;01;2014;9.4
Glorieuses;09;23;01;2014;30.5
Europa;09;23;01;2014;30.8
Tromelin;09;23;01;2014;30.7
Gillot-Aeroport;09;23;01;2014;30.2
Nouvelle Amsterdam;09;23;01;2014;18.2
Crozet;09;23;01;2014;19.7
Kerguelen;09;23;01;2014;5.0
Pamandzi;09;23;01;2014;30.7
St-Pierre;09;23;01;2014;0.3
Le Raizet Aero;09;23;01;2014;21.9
Trinite-Caravel;09;23;01;2014;25.4
Lamentin-Aero;09;23;01;2014;25.0
Saint Laurent;09;23;01;2014;23.8
Cayenne-Matoury;09;23;01;2014;24.9
Saint Georges;09;23;01;2014;23.5
Maripasoula;09;23;01;2014;23.4
Dumont D'Urville;09;23;01;2014;0.1
Abbeville;12;23;01;2014;7.6
Lille-Lesquin;12;23;01;2014;8.6
Pte De La Hague;12;23;01;2014;10.4
Caen-Carpiquet;12;23;01;2014;8.0
Rouen-Boos;12;23;01;2014;6.6
Reims-Prunay;12;23;01;2014;6.5
Brest-Guipavas;12;23;01;2014;10.0
Ploumanac'H;12;23;01;2014;10.3
Rennes-St Jacques;12;23;01;2014;9.5
Alencon;12;23;01;2014;6.3
Orly;12;23;01;2014;8.2
Troyes-Barberey;12;23;01;2014;7.4
Nancy-Ochey;12;23;01;2014;1.9
Strasbourg-Entzheim;12;23;01;2014;3.1
Belle Ile-Le Talut;12;23;01;2014;10.5
Nantes-Bouguenais;12;23;01;2014;9.8
Tours;12;23;01;2014;6.7
Bourges;12;23;01;2014;6.1
Dijon-Longvic;12;23;01;2014;6.1
Bale-Mulhouse;12;23;01;2014;3.3
Pte De Chassiron;12;23;01;2014;11.6
Poitiers-Biard;12;23;01;2014;8.9
Limoges-Bellegarde;12;23;01;2014;4.7
Clermont-Fd;12;23;01;2014;7.8
Le Puy-Loudes;12;23;01;2014;4.3
Lyon-St Exupery;12;23;01;2014;7.8
Bordeaux-Merignac;12;23;01;2014;11.3
Gourdon;12;23;01;2014;7.2
Millau;12;23;01;2014;4.2
Montelimar;12;23;01;2014;10.6
Embrun;12;23;01;2014;6.9
Mont-De-Marsan;12;23;01;2014;10.5
Tarbes-Ossun;12;23;01;2014;7.9
St Girons;12;23;01;2014;7.3
Toulouse-Blagnac;12;23;01;2014;8.4
Montpellier;12;23;01;2014;13.4
Marignane;12;23;01;2014;11.1
Cap Cepet;12;23;01;2014;11.1
Nice;12;23;01;2014;11.6
Perpignan;12;23;01;2014;12.0
Ajaccio;12;23;01;2014;10.8
Bastia;12;23;01;2014;10.6
Glorieuses;12;23;01;2014;29.8
Europa;12;23;01;2014;29.9
Tromelin;12;23;01;2014;34.3
Gillot-Aeroport;12;23;01;2014;28.9
Nouvelle Amsterdam;12;23;01;2014;15.8
Crozet;12;23;01;2014;19.2
Kerguelen;12;23;01;2014;4.9
Pamandzi;12;23;01;2014;31.2
St-Pierre;12;23;01;2014;-1.8
Le Raizet Aero;12;23;01;2014;23.2
Trinite-Caravel;12;23;01;2014;26.9
Lamentin-Aero;12;23;01;2014;26.1
Saint Laurent;12;23;01;2014;27.8
Cayenne-Matoury;12;23;01;2014;26.5
Saint Georges;12;23;01;2014;27.5
Maripasoula;12;23;01;2014;24.5
Dumont D'Urville;12;23;01;2014;-1.5
Abbeville;15;23;01;2014;8.3
Lille-Lesquin;15;23;01;2014;6.5
Pte De La Hague;15;23;01;2014;9.8
Caen-Carpiquet;15;23;01;2014;8.6
Rouen-Boos;15;23;01;2014;7.7
Reims-Prunay;15;23;01;2014;7.2
Brest-Guipavas;15;23;01;2014;10.1
Ploumanac'H;15;23;01;2014;9.6
Rennes-St Jacques;15;23;01;2014;8.3
Alencon;15;23;01;2014;8.0
Orly;15;23;01;2014;6.4
Troyes-Barberey;15;23;01;2014;7.1
Nancy-Ochey;15;23;01;2014;4.5
Strasbourg-Entzheim;15;23;01;2014;4.3
Belle Ile-Le Talut;15;23;01;2014;10.3
Nantes-Bouguenais;15;23;01;2014;9.9
Tours;15;23;01;2014;7.7
Bourges;15;23;01;2014;6.7
Dijon-Longvic;15;23;01;2014;7.3
Bale-Mulhouse;15;23;01;2014;5.3
Pte De Chassiron;15;23;01;2014;11.0
Poitiers-Biard;15;23;01;2014;8.0
Limoges-Bellegarde;15;23;01;2014;6.3
Clermont-Fd;15;23;01;2014;8.4
Le Puy-Loudes;15;23;01;2014;3.6
Lyon-St Exupery;15;23;01;2014;7.6
Bordeaux-Merignac;15;23;01;2014;10.1
Gourdon;15;23;01;2014;8.0
Millau;15;23;01;2014;3.8
Montelimar;15;23;01;2014;10.6
Embrun;15;23;01;2014;6.7
Mont-De-Marsan;15;23;01;2014;10.7
Tarbes-Ossun;15;23;01;2014;7.8
St Girons;15;23;01;2014;6.1
Toulouse-Blagnac;15;23;01;2014;10.3
Montpellier;15;23;01;2014;12.7
Marignane;15;23;01;2014;12.6
Cap Cepet;15;23;01;2014;12.7
Nice;15;23;01;2014;12.1
Perpignan;15;23;01;2014;11.9
Ajaccio;15;23;01;2014;11.4
Bastia;15;23;01;2014;11.2
Glorieuses;15;23;01;2014;28.3
Europa;15;23;01;2014;29.0
Tromelin;15;23;01;2014;28.1
Gillot-Aeroport;15;23;01;2014;27.0
Nouvelle Amsterdam;15;23;01;2014;13.0
Crozet;15;23;01;2014;13.0
Kerguelen;15;23;01;2014;4.4
Pamandzi;15;23;01;2014;28.6
St-Pierre;15;23;01;2014;-2.8
Le Raizet Aero;15;23;01;2014;26.6
Trinite-Caravel;15;23;01;2014;27.8
Lamentin-Aero;15;23;01;2014;28.1
Saint Laurent;15;23;01;2014;29.9
Cayenne-Matoury;15;23;01;2014;28.5
Saint Georges;15;23;01;2014;30.1
Maripasoula;15;23;01;2014;29.8
Dumont D'Urville;15;23;01;2014;-3.2
Abbeville;18;23;01;2014;6.6
Lille-Lesquin;18;23;01;2014;6.0
Pte De La Hague;18;23;01;2014;9.6
Caen-Carpiquet;18;23;01;2014;7.6
Rouen-Boos;18;23;01;2014;6.7
Reims-Prunay;18;23;01;2014;6.4
Brest-Guipavas;18;23;01;2014;9.2
Ploumanac'H;18;23;01;2014;9.5
Rennes-St Jacques;18;23;01;2014;7.9
Alencon;18;23;01;2014;7.4
Orly;18;23;01;2014;7.1
Troyes-Barberey;18;23;01;2014;6.4
Nancy-Ochey;18;23;01;2014;4.6
Strasbourg-Entzheim;18;23;01;2014;4.8
Belle Ile-Le Talut;18;23;01;2014;10.3
Nantes-Bouguenais;18;23;01;2014;9.4
Tours;18;23;01;2014;7.9
Bourges;18;23;01;2014;7.0
Dijon-Longvic;18;23;01;2014;5.7
Bale-Mulhouse;18;23;01;2014;4.9
Pte De Chassiron;18;23;01;2014;11.0
Poitiers-Biard;18;23;01;2014;7.8
Limoges-Bellegarde;18;23;01;2014;6.2
Clermont-Fd;18;23;01;2014;7.0
Le Puy-Loudes;18;23;01;2014;2.0
Lyon-St Exupery;18;23;01;2014;5.6
Bordeaux-Merignac;18;23;01;2014;10.1
Gourdon;18;23;01;2014;7.3
Millau;18;23;01;2014;2.9
Montelimar;18;23;01;2014;7.9
Embrun;18;23;01;2014;3.2
Mont-De-Marsan;18;23;01;2014;9.9
Tarbes-Ossun;18;23;01;2014;7.0
St Girons;18;23;01;2014;5.8
Toulouse-Blagnac;18;23;01;2014;8.9
Montpellier;18;23;01;2014;9.5
Marignane;18;23;01;2014;9.2
Cap Cepet;18;23;01;2014;9.7
Nice;18;23;01;2014;11.3
Perpignan;18;23;01;2014;10.4
Ajaccio;18;23;01;2014;10.4
Bastia;18;23;01;2014;10.2
Glorieuses;18;23;01;2014;25.0
Europa;18;23;01;2014;28.1
Tromelin;18;23;01;2014;27.4
Gillot-Aeroport;18;23;01;2014;26.2
Nouvelle Amsterdam;18;23;01;2014;12.3
Crozet;18;23;01;2014;12.3
Kerguelen;18;23;01;2014;3.8
Pamandzi;18;23;01;2014;26.2
St-Pierre;18;23;01;2014;-3.1
Le Raizet Aero;18;23;01;2014;28.8
Trinite-Caravel;18;23;01;2014;27.2
Lamentin-Aero;18;23;01;2014;29.0
Saint Laurent;18;23;01;2014;30.4
Cayenne-Matoury;18;23;01;2014;29.5
Saint Georges;18;23;01;2014;30.5
Maripasoula;18;23;01;2014;32.3
Dumont D'Urville;18;23;01;2014;-3.8
Abbeville;21;23;01;2014;6.0
Lille-Lesquin;21;23;01;2014;4.1
Pte De La Hague;21;23;01;2014;9.2
Caen-Carpiquet;21;23;01;2014;7.1
Rouen-Boos;21;23;01;2014;4.6
Reims-Prunay;21;23;01;2014;4.5
Brest-Guipavas;21;23;01;2014;9.2
Ploumanac'H;21;23;01;2014;8.7
Rennes-St Jacques;21;23;01;2014;7.6
Alencon;21;23;01;2014;7.2
Orly;21;23;01;2014;5.1
Troyes-Barberey;21;23;01;2014;5.2
Nancy-Ochey;21;23;01;2014;3.4
Strasbourg-Entzheim;21;23;01;2014;5.2
Belle Ile-Le Talut;21;23;01;2014;10.1
Nantes-Bouguenais;21;23;01;2014;9.4
Tours;21;23;01;2014;7.7
Bourges;21;23;01;2014;7.1
Dijon-Longvic;21;23;01;2014;5.1
Bale-Mulhouse;21;23;01;2014;5.2
Pte De Chassiron;21;23;01;2014;11.1
Poitiers-Biard;21;23;01;2014;7.8
Limoges-Bellegarde;21;23;01;2014;6.1
Clermont-Fd;21;23;01;2014;6.9
Le Puy-Loudes;21;23;01;2014;1.9
Lyon-St Exupery;21;23;01;2014;5.5
Bordeaux-Merignac;21;23;01;2014;9.5
Gourdon;21;23;01;2014;7.5
Millau;21;23;01;2014;2.8
Montelimar;21;23;01;2014;5.5
Embrun;21;23;01;2014;0.2
Mont-De-Marsan;21;23;01;2014;9.5
Tarbes-Ossun;21;23;01;2014;7.9
St Girons;21;23;01;2014;7.8
Toulouse-Blagnac;21;23;01;2014;8.6
Montpellier;21;23;01;2014;9.4
Marignane;21;23;01;2014;7.9
Cap Cepet;21;23;01;2014;8.3
Nice;21;23;01;2014;9.6
Perpignan;21;23;01;2014;10.7
Ajaccio;21;23;01;2014;9.7
Bastia;21;23;01;2014;9.5
Glorieuses;21;23;01;2014;24.5
Europa;21;23;01;2014;26.9
Tromelin;21;23;01;2014;27.6
Gillot-Aeroport;21;23;01;2014;25.1
Nouvelle Amsterdam;21;23;01;2014;12.0
Crozet;21;23;01;2014;10.0
Kerguelen;21;23;01;2014;4.6
Pamandzi;21;23;01;2014;25.0
St-Pierre;21;23;01;2014;-3.7
Le Raizet Aero;21;23;01;2014;26.7
Trinite-Caravel;21;23;01;2014;26.2
Lamentin-Aero;21;23;01;2014;27.0
Saint Laurent;21;23;01;2014;27.8
Cayenne-Matoury;21;23;01;2014;27.2
Saint Georges;21;23;01;2014;28.5
Maripasoula;21;23;01;2014;30.5
Dumont D'Urville;21;23;01;2014;-3.4
Abbeville;00;24;01;2014;4.3
Lille-Lesquin;00;24;01;2014;2.2
Pte De La Hague;00;24;01;2014;9.3
Caen-Carpiquet;00;24;01;2014;6.7
Rouen-Boos;00;24;01;2014;4.4
Reims-Prunay;00;24;01;2014;3.1
Brest-Guipavas;00;24;01;2014;8.5
Ploumanac'H;00;24;01;2014;8.4
Rennes-St Jacques;00;24;01;2014;7.3
Alencon;00;24;01;2014;6.4
Orly;00;24;01;2014;4.6
Troyes-Barberey;00;24;01;2014;4.3
Nancy-Ochey;00;24;01;2014;2.2
Strasbourg-Entzheim;00;24;01;2014;4.5
Belle Ile-Le Talut;00;24;01;2014;10.3
Nantes-Bouguenais;00;24;01;2014;9.1
Tours;00;24;01;2014;7.2
Bourges;00;24;01;2014;6.8
Dijon-Longvic;00;24;01;2014;3.1
Bale-Mulhouse;00;24;01;2014;3.9
Pte De Chassiron;00;24;01;2014;10.4
Poitiers-Biard;00;24;01;2014;7.9
Limoges-Bellegarde;00;24;01;2014;5.6
Clermont-Fd;00;24;01;2014;5.3
Le Puy-Loudes;00;24;01;2014;1.9
Lyon-St Exupery;00;24;01;2014;4.9
Bordeaux-Merignac;00;24;01;2014;9.1
Gourdon;00;24;01;2014;6.8
Millau;00;24;01;2014;4.0
Montelimar;00;24;01;2014;6.3
Embrun;00;24;01;2014;-1.9
Mont-De-Marsan;00;24;01;2014;9.2
Tarbes-Ossun;00;24;01;2014;7.8
St Girons;00;24;01;2014;6.9
Toulouse-Blagnac;00;24;01;2014;8.7
Montpellier;00;24;01;2014;8.5
Marignane;00;24;01;2014;6.8
Cap Cepet;00;24;01;2014;8.6
Nice;00;24;01;2014;7.7
Perpignan;00;24;01;2014;10.1
Ajaccio;00;24;01;2014;9.5
Bastia;00;24;01;2014;9.5
Glorieuses;00;24;01;2014;25.4
Europa;00;24;01;2014;27.8
Tromelin;00;24;01;2014;27.3
Gillot-Aeroport;00;24;01;2014;25.2
Nouvelle Amsterdam;00;24;01;2014;12.0
Crozet;00;24;01;2014;9.5
Kerguelen;00;24;01;2014;6.9
Pamandzi;00;24;01;2014;24.4
St-Pierre;00;24;01;2014;-4.5
Le Raizet Aero;00;24;01;2014;24.0
Trinite-Caravel;00;24;01;2014;25.9
Lamentin-Aero;00;24;01;2014;25.5
Saint Laurent;00;24;01;2014;23.7
Cayenne-Matoury;00;24;01;2014;24.4
Saint Georges;00;24;01;2014;23.9
Maripasoula;00;24;01;2014;26.3
Dumont D'Urville;00;24;01;2014;-1.3
Abbeville;03;24;01;2014;4.1
Lille-Lesquin;03;24;01;2014;1.4
Pte De La Hague;03;24;01;2014;8.9
Caen-Carpiquet;03;24;01;2014;6.1
Rouen-Boos;03;24;01;2014;2.8
Reims-Prunay;03;24;01;2014;0.4
Brest-Guipavas;03;24;01;2014;10.3
Ploumanac'H;03;24;01;2014;8.2
Rennes-St Jacques;03;24;01;2014;7.4
Alencon;03;24;01;2014;5.7
Orly;03;24;01;2014;3.3
Troyes-Barberey;03;24;01;2014;2.8
Nancy-Ochey;03;24;01;2014;0.9
